
[]
[9.79, 0.33, -0.38, 0.19, 0.0, -0.02]
[9.8, 0.16, -0.41, 0.21, 0.02, -0.02]
[9.81, -0.03, -0.4, 0.24, 0.0, -0.02]
[9.8, 0.04, -0.45, 0.24, 0.0, -0.02]
[9.8, -0.05, -0.46, 0.2, 0.01, -0.02]
[9.81, -0.04, -0.22, 0.1, -0.01, -0.02]
[9.85, 0.02, 0.31, -0.02, -0.02, -0.02]
[9.84, 0.14, -0.07, -0.02, -0.02, -0.02]
[9.8, 0.15, -0.19, -0.01, -0.02, -0.02]
[9.81, -0.02, -0.35, -0.01, -0.03, -0.02]
[9.81, 0.02, -0.44, -0.01, -0.04, -0.02]
[9.82, 0.06, -0.41, -0.04, -0.03, -0.02]
[9.8, 0.11, -0.32, -0.06, -0.02, -0.02]
[9.81, 0.06, -0.29, -0.06, -0.01, -0.01]
[9.82, -0.11, -0.51, -0.08, -0.02, -0.01]
[9.84, -0.17, -0.69, -0.14, -0.01, -0.01]
[9.8, 0.09, -0.43, -0.2, -0.01, -0.01]
[9.83, 0.28, 0.08, -0.25, -0.01, -0.01]
[9.84, 0.47, 0.41, -0.22, -0.01, -0.01]
[9.84, 0.57, 0.34, -0.14, -0.01, -0.01]
[9.81, 0.3, 0.08, -0.1, -0.02, -0.01]
[9.83, 0.01, -0.02, -0.16, -0.04, -0.02]
[9.83, 0.26, 0.06, -0.25, -0.04, -0.02]
[9.84, 0.42, 0.0, -0.27, -0.06, -0.02]
[9.82, 0.34, -0.09, -0.21, -0.06, -0.02]
[9.82, 0.28, -0.09, -0.11, -0.04, -0.02]
[9.81, 0.29, -0.13, -0.03, -0.02, -0.02]
[9.81, 0.41, -0.04, -0.02, -0.03, -0.02]
[9.84, 0.29, 0.39, -0.0, -0.03, -0.02]
[9.85, 0.25, 0.52, 0.06, -0.02, -0.02]
[9.84, 0.23, 0.29, 0.15, -0.02, -0.02]
[9.83, 0.2, -0.19, 0.21, -0.02, -0.02]
[9.78, 0.07, -0.67, 0.22, -0.0, -0.02]
[9.81, 0.06, -1.05, 0.19, -0.01, -0.02]
[9.79, -0.03, -1.43, 0.09, -0.02, -0.02]
[9.83, 0.11, -0.57, -0.0, -0.01, -0.02]
[9.82, 0.14, -0.26, -0.01, -0.01, -0.01]
[9.8, 0.02, -0.25, 0.04, -0.01, -0.02]
[9.83, -0.55, -0.6, 0.11, 0.0, -0.02]
[9.85, -0.3, -1.0, 0.18, 0.03, -0.01]
[9.81, 0.04, -1.06, 0.17, 0.05, -0.01]
[9.76, 0.37, -0.79, 0.09, 0.01, -0.01]
[9.79, 0.61, -0.22, -0.05, -0.01, -0.01]
[9.82, 0.49, 0.31, -0.11, -0.02, -0.01]
[9.83, 0.35, 0.44, -0.08, -0.03, -0.02]
[9.84, 0.49, 0.62, -0.07, -0.02, -0.01]
[9.82, 0.26, 0.43, -0.05, -0.02, -0.02]
[9.78, 0.17, -0.05, -0.05, -0.06, -0.03]
[9.82, 0.45, 0.04, -0.13, -0.11, -0.04]
[9.82, 0.81, 0.52, -0.22, -0.07, -0.02]
[9.84, 0.16, 0.73, -0.14, -0.04, -0.02]
[9.86, 0.0, 0.28, -0.03, -0.01, -0.01]
[9.82, -0.02, -0.21, 0.07, -0.0, -0.01]
[9.81, 0.04, -0.87, 0.11, -0.02, -0.02]
[9.78, -0.04, -1.32, 0.08, -0.03, -0.02]
[9.78, 0.09, -0.71, -0.0, -0.02, -0.02]
[9.8, 0.13, -0.28, -0.02, -0.01, -0.02]
[9.8, -0.21, -0.32, 0.02, -0.02, -0.02]
[9.79, -0.46, -0.7, 0.09, -0.03, -0.02]
[9.78, -0.08, -0.81, 0.09, -0.02, -0.02]
[9.79, 0.19, -0.54, 0.03, -0.04, -0.02]
[9.81, 0.23, -0.27, -0.02, -0.03, -0.02]
[9.81, 0.33, -0.11, -0.03, -0.02, -0.02]
[9.82, 0.55, -0.05, -0.05, -0.03, -0.02]
[9.84, 0.62, 0.3, -0.09, -0.02, -0.02]
[9.83, 0.45, 0.48, -0.06, -0.02, -0.02]
[9.84, 0.26, -0.15, -0.05, -0.03, -0.01]
[9.84, 0.6, -0.19, -0.14, -0.02, -0.01]
[9.81, 0.91, 0.04, -0.21, -0.02, -0.01]
[9.79, 0.45, 0.01, -0.17, -0.02, -0.01]
[9.83, 0.29, -0.06, -0.16, -0.02, -0.01]
[9.8, 0.11, -0.09, -0.12, -0.02, -0.01]
[9.82, 0.02, -0.15, -0.07, -0.02, -0.02]
[9.8, -0.38, -0.43, -0.01, -0.02, -0.02]
[9.81, -0.39, -0.75, 0.01, -0.02, -0.02]
[9.87, 0.01, -0.51, -0.02, -0.02, -0.02]
[9.81, 0.04, -0.24, -0.02, -0.02, -0.02]
[9.84, -1.05, -0.13, 0.08, -0.03, -0.02]
[9.8, -0.47, -0.55, 0.15, -0.01, -0.02]
[9.78, -0.15, -0.59, 0.13, -0.01, -0.02]
[9.81, 0.14, -0.51, 0.06, -0.01, -0.02]
[9.81, 0.44, -0.3, 0.01, -0.02, -0.02]
[9.81, 0.56, -0.29, -0.03, -0.02, -0.02]
[9.82, 0.5, -0.2, -0.04, -0.01, -0.02]
[9.82, 0.62, -0.1, -0.03, -0.01, -0.02]
[9.84, 0.66, -0.02, -0.02, -0.01, -0.01]
[9.83, 0.7, 0.19, -0.03, -0.0, -0.01]
[9.83, 0.24, -0.21, -0.03, -0.0, -0.01]
[9.85, 0.22, -0.23, -0.02, -0.0, -0.01]
[9.84, 0.9, -0.3, -0.03, 0.01, -0.01]
[9.82, 0.74, -0.11, -0.03, 0.01, -0.0]
[9.78, 0.15, -0.01, -0.03, -0.0, -0.01]
[9.81, 0.37, 0.22, -0.06, -0.04, -0.02]
[9.83, 0.32, 0.48, -0.12, -0.06, -0.02]
[9.81, -0.15, 0.68, -0.12, -0.05, -0.02]
[9.85, -0.47, 0.66, -0.02, -0.03, -0.02]
[9.84, -0.54, 0.33, 0.11, -0.02, -0.02]
[9.82, -0.38, 0.07, 0.19, -0.02, -0.03]
[9.86, -0.55, 0.51, 0.18, -0.01, -0.02]
[9.83, -0.3, 0.59, 0.25, -0.01, -0.02]
[9.84, 0.04, 0.19, 0.31, -0.01, -0.03]
[9.83, 0.04, -0.23, 0.31, -0.01, -0.03]
[9.75, 0.42, -0.92, 0.3, -0.01, -0.03]
[9.77, 0.59, -1.34, 0.21, -0.02, -0.03]
[9.77, 0.6, -1.23, 0.05, -0.02, -0.02]
[9.82, 0.26, -0.47, -0.06, -0.01, -0.01]
[9.75, 0.13, -0.13, 0.02, -0.02, -0.02]
[9.82, 0.24, -0.9, 0.11, -0.02, -0.02]
[9.81, 0.55, -1.58, 0.11, -0.01, -0.02]
[9.79, 0.23, -0.82, 0.01, -0.01, -0.02]
[9.82, -0.36, -0.62, 0.03, -0.01, -0.01]
[9.81, -0.2, -0.98, 0.1, -0.02, -0.02]
[9.81, -0.08, -1.31, 0.11, -0.0, -0.02]
[9.84, -0.25, -1.96, 0.15, 0.04, -0.01]
[9.68, 0.02, -2.59, 0.13, 0.05, 0.01]
[9.72, 0.43, -2.71, -0.11, 0.0, -0.0]
[9.84, 0.35, -1.42, -0.56, -0.0, 0.01]
[9.88, 0.28, -0.21, -0.8, 0.0, 0.01]
[9.72, 0.15, 1.0, -0.84, -0.02, 0.01]
[9.86, 0.42, 1.65, -0.72, -0.05, 0.01]
[9.87, 0.29, 1.99, -0.56, -0.03, 0.0]
[9.88, 0.22, 2.17, -0.41, -0.03, -0.01]
[9.89, 0.35, 1.95, -0.29, -0.03, -0.01]
[9.8, 0.45, 0.42, -0.3, -0.03, -0.01]
[9.8, 0.1, 0.32, -0.4, -0.03, -0.01]
[9.86, 0.08, 1.04, -0.41, -0.04, -0.01]
[9.85, 0.09, 1.76, -0.25, -0.07, -0.02]
[9.86, -0.01, 1.62, 0.03, -0.07, -0.03]
[9.84, -0.04, 1.26, 0.36, -0.03, -0.03]
[9.84, 0.02, 0.04, 0.59, -0.01, -0.04]
[9.74, 0.25, -1.5, 0.67, 0.0, -0.04]
[9.78, 0.31, -2.55, 0.56, 0.02, -0.03]
[9.78, 0.54, -2.83, 0.35, 0.02, -0.02]
[9.78, 0.19, -0.93, 0.21, 0.03, -0.01]
[9.78, 0.16, -0.31, 0.27, -0.0, -0.02]
[9.82, 0.23, -0.18, 0.2, -0.02, -0.02]
[9.83, 0.2, -0.17, 0.1, -0.01, -0.01]
[9.81, 0.21, -0.16, 0.01, -0.01, -0.01]
[9.8, 0.18, -0.17, -0.02, -0.01, -0.01]
[9.8, 0.13, -0.13, -0.02, -0.01, -0.01]
[9.84, 0.2, -0.2, -0.03, -0.02, -0.02]
[9.86, 0.41, -0.31, -0.06, -0.01, -0.01]
[9.78, 0.41, -0.28, -0.13, -0.0, -0.0]
[9.35, 0.37, 0.02, -0.25, -0.01, -0.0]
[9.9, -0.06, -0.06, -0.2, -0.06, -0.03]
[9.99, 0.1, -0.22, -0.08, -0.03, -0.01]
[9.75, 0.16, -0.2, -0.03, -0.02, -0.02]
[9.76, 0.16, -0.15, -0.03, -0.02, -0.02]
[9.74, 0.15, -0.16, -0.02, -0.02, -0.01]
[9.85, 0.16, -0.19, -0.02, -0.02, -0.02]
[9.86, 0.16, -0.21, -0.02, -0.02, -0.02]
[9.8, 0.16, -0.17, -0.03, -0.02, -0.01]
[9.82, 0.16, -0.17, -0.03, -0.02, -0.01]
[9.81, 0.17, -0.2, -0.02, -0.02, -0.01]
[9.86, 0.16, -0.21, -0.02, -0.02, -0.01]
[9.81, 0.18, -0.22, -0.02, -0.02, -0.01]
[9.74, 0.12, -0.16, -0.02, -0.01, -0.01]
[9.84, 0.16, -0.18, -0.03, -0.02, -0.02]
[9.81, 0.13, -0.15, -0.03, -0.02, -0.02]
[9.88, 0.14, -0.17, -0.03, -0.02, -0.01]
[9.75, 0.19, -0.21, -0.03, -0.02, -0.02]
[9.9, 0.15, -0.18, -0.02, -0.02, -0.02]
[9.79, 0.17, -0.22, -0.02, -0.01, -0.01]
[9.8, 0.14, -0.18, -0.03, -0.02, -0.02]
[9.84, 0.14, -0.14, -0.03, -0.02, -0.02]
[9.73, 0.14, -0.15, -0.03, -0.02, -0.02]
[9.85, 0.16, -0.14, -0.03, -0.02, -0.02]
[9.82, 0.19, -0.21, -0.03, -0.02, -0.02]
[9.86, 0.2, -0.22, -0.03, -0.02, -0.02]
[9.84, 0.18, -0.2, -0.02, -0.02, -0.02]
[9.79, 0.18, -0.21, -0.02, -0.02, -0.01]
[9.82, 0.15, -0.17, -0.02, -0.02, -0.01]
[9.81, 0.11, -0.17, -0.02, -0.02, -0.02]
[9.8, 0.14, -0.13, -0.03, -0.02, -0.02]
[9.81, 0.14, -0.18, -0.03, -0.02, -0.02]
[9.84, 0.16, -0.24, -0.03, -0.02, -0.02]
[9.83, 0.18, -0.23, -0.03, -0.02, -0.02]
[9.82, 0.18, -0.22, -0.02, -0.02, -0.02]
[9.84, 0.16, -0.19, -0.02, -0.02, -0.01]
[9.8, 0.16, -0.14, -0.02, -0.02, -0.02]
[9.81, 0.14, -0.16, -0.03, -0.02, -0.02]
[9.79, 0.13, -0.18, -0.03, -0.02, -0.02]
[9.81, 0.16, -0.18, -0.03, -0.02, -0.02]
[9.8, 0.16, -0.19, -0.03, -0.02, -0.02]
[9.81, 0.21, -0.22, -0.03, -0.02, -0.02]
[9.86, 0.2, -0.25, -0.02, -0.02, -0.02]
[9.82, 0.21, -0.22, -0.02, -0.02, -0.01]
[9.81, 0.17, -0.22, -0.02, -0.02, -0.01]
[9.8, 0.13, -0.18, -0.02, -0.02, -0.01]
[9.79, 0.12, -0.16, -0.02, -0.02, -0.01]
[9.82, 0.11, -0.13, -0.03, -0.02, -0.02]
[9.76, 0.15, -0.16, -0.03, -0.02, -0.02]
[9.82, 0.17, -0.18, -0.03, -0.02, -0.02]
[9.83, 0.19, -0.22, -0.03, -0.02, -0.02]
[9.84, 0.2, -0.22, -0.03, -0.02, -0.02]
[9.81, 0.19, -0.23, -0.03, -0.02, -0.02]
[9.83, 0.16, -0.2, -0.02, -0.02, -0.01]
[9.75, 0.12, -0.19, -0.03, -0.01, -0.01]
[9.84, 0.17, -0.14, -0.03, -0.02, -0.01]
[9.85, 0.13, -0.17, -0.03, -0.02, -0.03]
[9.86, 0.15, -0.22, -0.03, -0.02, -0.01]
[9.75, 0.18, -0.23, -0.02, -0.02, -0.01]
[9.85, 0.13, -0.17, -0.02, -0.02, -0.01]
[9.85, 0.12, -0.13, -0.02, -0.02, -0.01]
[9.77, 0.15, -0.17, -0.03, -0.02, -0.02]
[9.86, 0.15, -0.17, -0.03, -0.02, -0.02]
[9.75, 0.17, -0.19, -0.03, -0.02, -0.02]
[9.84, 0.17, -0.21, -0.03, -0.02, -0.02]
[9.82, 0.18, -0.21, -0.03, -0.02, -0.02]
[9.82, 0.15, -0.2, -0.03, -0.02, -0.02]
[9.84, 0.16, -0.17, -0.03, -0.02, -0.02]
[9.76, 0.13, -0.18, -0.03, -0.02, -0.02]
[9.82, 0.15, -0.16, -0.03, -0.02, -0.02]
[9.81, 0.16, -0.18, -0.03, -0.02, -0.02]
[9.82, 0.17, -0.22, -0.03, -0.02, -0.02]
[9.81, 0.19, -0.22, -0.03, -0.02, -0.02]
[9.84, 0.17, -0.22, -0.03, -0.02, -0.02]
[9.85, 0.16, -0.2, -0.02, -0.02, -0.02]
[9.77, 0.15, -0.18, -0.02, -0.02, -0.02]
[9.84, 0.14, -0.15, -0.03, -0.02, -0.02]
[9.8, 0.16, -0.2, -0.03, -0.02, -0.02]
[9.81, 0.17, -0.2, -0.03, -0.02, -0.02]
[9.8, 0.18, -0.21, -0.03, -0.02, -0.02]
[9.82, 0.21, -0.22, -0.02, -0.02, -0.02]
[9.89, 0.18, -0.22, -0.02, -0.02, -0.02]
[9.78, 0.16, -0.18, -0.02, -0.02, -0.02]
[9.8, 0.17, -0.16, -0.03, -0.02, -0.02]
[9.81, 0.12, -0.14, -0.03, -0.02, -0.02]
[9.83, 0.15, -0.17, -0.03, -0.02, -0.02]
[9.84, 0.16, -0.19, -0.03, -0.02, -0.02]
[9.79, 0.19, -0.2, -0.03, -0.02, -0.02]
[9.86, 0.19, -0.22, -0.03, -0.02, -0.02]
[9.8, 0.16, -0.21, -0.03, -0.02, -0.02]
[9.82, 0.16, -0.17, -0.03, -0.02, -0.02]
[9.82, 0.15, -0.16, -0.03, -0.02, -0.02]
[9.79, 0.15, -0.19, -0.03, -0.02, -0.02]
[9.84, 0.18, -0.21, -0.03, -0.02, -0.02]
[9.8, 0.2, -0.24, -0.02, -0.02, -0.02]
[9.84, 0.19, -0.23, -0.02, -0.02, -0.01]
[9.84, 0.17, -0.18, -0.03, -0.02, -0.02]
[9.79, 0.16, -0.17, -0.02, -0.02, -0.02]
[9.81, 0.14, -0.16, -0.03, -0.02, -0.02]
[9.83, 0.16, -0.17, -0.03, -0.02, -0.02]
[9.84, 0.17, -0.17, -0.03, -0.02, -0.02]
[9.78, 0.17, -0.19, -0.03, -0.02, -0.02]
[9.83, 0.19, -0.19, -0.03, -0.02, -0.02]
[9.83, 0.19, -0.23, -0.03, -0.02, -0.02]
[9.81, 0.17, -0.2, -0.02, -0.02, -0.02]
[9.73, 0.19, -0.2, -0.03, -0.02, -0.02]
[9.84, 0.17, -0.16, -0.03, -0.02, -0.02]
[9.87, 0.12, -0.18, -0.03, -0.02, -0.01]
[9.81, 0.17, -0.2, -0.02, -0.02, -0.01]
[9.77, 0.18, -0.16, -0.02, -0.02, -0.01]
[9.8, 0.16, -0.18, -0.02, -0.02, -0.01]
[9.84, 0.18, -0.19, -0.02, -0.02, -0.02]
[9.81, 0.13, -0.19, -0.03, -0.02, -0.02]
[9.81, 0.14, -0.17, -0.03, -0.02, -0.02]
[9.81, 0.16, -0.18, -0.03, -0.02, -0.02]
[9.84, 0.18, -0.21, -0.03, -0.02, -0.02]
[9.84, 0.22, -0.24, -0.03, -0.02, -0.02]
[9.83, 0.2, -0.2, -0.02, -0.02, -0.02]
[9.84, 0.19, -0.2, -0.02, -0.02, -0.02]
[9.79, 0.18, -0.21, -0.02, -0.02, -0.02]
[9.83, 0.15, -0.21, -0.02, -0.02, -0.02]
[9.83, 0.13, -0.16, -0.02, -0.02, -0.02]
[9.81, 0.16, -0.18, -0.02, -0.02, -0.02]
[9.81, 0.18, -0.17, -0.03, -0.02, -0.02]
[9.82, 0.16, -0.17, -0.03, -0.02, -0.02]
[9.84, 0.17, -0.2, -0.02, -0.02, -0.02]
[9.78, 0.15, -0.2, -0.02, -0.02, -0.02]
[9.81, 0.15, -0.2, -0.03, -0.02, -0.02]
[9.83, 0.16, -0.17, -0.03, -0.02, -0.02]
[9.81, 0.16, -0.18, -0.03, -0.02, -0.02]
[9.81, 0.18, -0.22, -0.03, -0.02, -0.02]
[9.82, 0.19, -0.22, -0.02, -0.02, -0.02]
[9.83, 0.19, -0.23, -0.03, -0.02, -0.02]
[9.84, 0.15, -0.21, -0.02, -0.02, -0.02]
[9.82, 0.15, -0.17, -0.03, -0.02, -0.02]
[9.82, 0.15, -0.13, -0.03, -0.02, -0.02]
[9.8, 0.14, -0.17, -0.03, -0.02, -0.02]
[9.79, 0.18, -0.21, -0.03, -0.02, -0.02]
[9.81, 0.22, -0.25, -0.03, -0.02, -0.02]
[9.87, 0.18, -0.24, -0.03, -0.02, -0.01]
[9.83, 0.22, -0.27, -0.02, -0.02, -0.02]
[9.81, 0.19, -0.15, -0.02, -0.02, -0.02]
[9.78, 0.16, -0.09, -0.02, -0.02, -0.01]
[9.79, 0.11, -0.11, -0.02, -0.02, -0.01]
[9.82, 0.13, -0.15, -0.03, -0.02, -0.02]
[9.81, 0.16, -0.19, -0.03, -0.02, -0.02]
[9.8, 0.21, -0.2, -0.03, -0.02, -0.02]
[9.79, 0.2, -0.23, -0.03, -0.02, -0.02]
[9.88, 0.19, -0.22, -0.03, -0.02, -0.01]
[10.05, 0.1, -0.11, -0.02, -0.02, -0.02]
[9.84, 0.15, -0.17, -0.02, -0.01, 0.0]
[9.65, 0.22, -0.24, -0.02, -0.02, -0.01]
[9.86, 0.16, -0.19, -0.02, -0.02, -0.01]
[9.82, 0.17, -0.19, -0.02, -0.02, -0.01]
[9.77, 0.18, -0.15, -0.02, -0.03, -0.03]
[9.75, 0.15, -0.15, -0.03, -0.02, -0.02]
[9.78, 0.17, -0.17, -0.03, -0.02, -0.02]
[9.81, 0.17, -0.23, -0.03, -0.02, -0.02]
[9.84, 0.21, -0.25, -0.03, -0.02, -0.02]
[9.85, 0.2, -0.21, -0.02, -0.02, -0.02]
[9.81, 0.18, -0.16, -0.03, -0.02, -0.02]
[9.83, 0.17, -0.16, -0.02, -0.02, -0.01]
[9.79, 0.17, -0.16, -0.02, -0.02, -0.02]
[9.84, 0.16, -0.2, -0.03, -0.02, -0.02]
[9.81, 0.19, -0.18, -0.02, -0.02, -0.02]
[9.81, 0.18, -0.21, -0.03, -0.02, -0.02]
[9.85, 0.17, -0.18, -0.03, -0.02, -0.02]
[9.79, 0.19, -0.18, -0.02, -0.02, -0.02]
[9.82, 0.16, -0.17, -0.02, -0.02, -0.02]
[9.79, 0.16, -0.14, -0.02, -0.02, -0.02]
[9.83, 0.15, -0.17, -0.03, -0.02, -0.02]
[9.84, 0.16, -0.2, -0.03, -0.02, -0.02]
[9.82, 0.17, -0.18, -0.03, -0.02, -0.02]
[9.84, 0.18, -0.2, -0.03, -0.02, -0.02]
[9.83, 0.19, -0.19, -0.03, -0.02, -0.02]
[9.83, 0.2, -0.22, -0.02, -0.02, -0.02]
[9.8, 0.19, -0.21, -0.02, -0.02, -0.02]
[9.81, 0.17, -0.17, -0.02, -0.02, -0.01]
[9.8, 0.16, -0.16, -0.02, -0.02, -0.02]
[9.83, 0.14, -0.15, -0.03, -0.02, -0.02]
[9.8, 0.15, -0.17, -0.03, -0.02, -0.02]
[9.8, 0.16, -0.18, -0.03, -0.02, -0.02]
[9.83, 0.17, -0.2, -0.03, -0.02, -0.02]
[9.81, 0.19, -0.2, -0.03, -0.02, -0.02]
[9.83, 0.2, -0.22, -0.03, -0.02, -0.02]
[9.82, 0.17, -0.2, -0.02, -0.02, -0.02]
[9.84, 0.16, -0.17, -0.02, -0.02, -0.02]
[9.78, 0.16, -0.16, -0.02, -0.02, -0.02]
[9.79, 0.17, -0.18, -0.02, -0.02, -0.02]
[9.83, 0.16, -0.16, -0.03, -0.02, -0.02]
[9.79, 0.18, -0.18, -0.03, -0.02, -0.02]
[9.83, 0.18, -0.21, -0.02, -0.02, -0.02]
[9.83, 0.18, -0.2, -0.03, -0.02, -0.01]
[9.84, 0.16, -0.21, -0.03, -0.02, -0.02]
[9.84, 0.17, -0.19, -0.03, -0.02, -0.02]
[9.8, 0.17, -0.17, -0.02, -0.02, -0.02]
[9.81, 0.17, -0.2, -0.03, -0.02, -0.01]
[9.79, 0.17, -0.19, -0.03, -0.02, -0.02]
[9.81, 0.17, -0.23, -0.02, -0.02, -0.02]
[9.79, 0.17, -0.19, -0.03, -0.02, -0.02]
[9.85, 0.18, -0.2, -0.02, -0.02, -0.02]
[9.8, 0.17, -0.19, -0.03, -0.02, -0.02]
[9.79, 0.16, -0.18, -0.03, -0.02, -0.02]
[9.76, 0.16, -0.2, -0.03, -0.02, -0.02]
[9.85, 0.17, -0.23, -0.03, -0.02, -0.02]
[9.84, 0.2, -0.22, -0.02, -0.02, -0.02]
[9.8, 0.2, -0.17, -0.02, -0.02, -0.02]
[9.82, 0.18, -0.14, -0.02, -0.02, -0.01]
[9.82, 0.13, -0.15, -0.02, -0.02, -0.01]
[9.78, 0.15, -0.17, -0.03, -0.02, -0.02]
[9.77, 0.15, -0.16, -0.03, -0.02, -0.02]
[9.79, 0.18, -0.2, -0.03, -0.02, -0.02]
[9.83, 0.19, -0.22, -0.03, -0.02, -0.02]
[9.84, 0.2, -0.24, -0.03, -0.02, -0.02]
[9.82, 0.17, -0.21, -0.03, -0.02, -0.02]
[9.81, 0.17, -0.19, -0.03, -0.02, -0.02]
[9.84, 0.17, -0.14, -0.02, -0.02, -0.02]
[9.83, 0.19, -0.19, -0.02, -0.02, -0.02]
[9.82, 0.18, -0.18, -0.02, -0.02, -0.02]
[9.83, 0.16, -0.19, -0.02, -0.02, -0.02]
[9.81, 0.17, -0.17, -0.02, -0.02, -0.02]
[9.8, 0.19, -0.21, -0.02, -0.02, -0.02]
[9.81, 0.19, -0.17, -0.03, -0.02, -0.02]
[9.8, 0.18, -0.2, -0.03, -0.02, -0.02]
[9.84, 0.17, -0.2, -0.03, -0.02, -0.02]
[9.82, 0.18, -0.2, -0.03, -0.02, -0.02]
[9.79, 0.16, -0.19, -0.02, -0.02, -0.02]
[9.82, 0.16, -0.17, -0.02, -0.02, -0.02]
[9.81, 0.16, -0.21, -0.03, -0.02, -0.02]
[9.81, 0.19, -0.22, -0.03, -0.02, -0.02]
[9.81, 0.19, -0.19, -0.03, -0.02, -0.02]
[9.85, 0.18, -0.2, -0.02, -0.02, -0.01]
[9.79, 0.18, -0.19, -0.02, -0.02, -0.02]
[9.78, 0.18, -0.17, -0.02, -0.02, -0.01]
[9.81, 0.17, -0.2, -0.02, -0.02, -0.01]
[9.84, 0.16, -0.17, -0.03, -0.02, -0.01]
[9.82, 0.16, -0.18, -0.03, -0.02, -0.02]
[9.79, 0.17, -0.18, -0.03, -0.02, -0.02]
[9.81, 0.19, -0.18, -0.03, -0.02, -0.02]
[9.7, 0.2, -0.2, -0.02, -0.01, -0.0]
[9.86, 0.2, -0.18, -0.03, -0.02, -0.01]
[9.83, 0.13, -0.17, -0.03, -0.02, -0.01]
[9.79, 0.19, -0.21, -0.02, -0.02, -0.01]
[9.8, 0.16, -0.2, -0.02, -0.02, -0.02]
[9.85, 0.13, -0.21, -0.02, -0.02, -0.02]
[9.86, 0.15, -0.19, -0.03, -0.02, -0.02]
[9.8, 0.14, -0.15, -0.03, -0.02, -0.03]
[9.83, 0.17, -0.19, -0.03, -0.02, -0.03]
[9.77, 0.18, -0.24, -0.02, -0.02, -0.03]
[9.98, 0.11, -0.18, -0.03, -0.03, -0.03]
[9.78, 0.17, -0.18, -0.02, -0.02, -0.02]
[9.77, 0.23, -0.18, -0.02, -0.03, -0.03]
[9.91, 0.2, -0.18, -0.03, -0.02, -0.02]
[9.79, 0.25, -0.21, -0.03, -0.02, -0.01]
[9.8, 0.21, -0.19, -0.03, -0.02, -0.02]
[9.74, 0.14, -0.22, -0.02, -0.02, -0.01]
[9.8, 0.18, -0.17, -0.02, -0.02, -0.01]
[9.84, 0.12, -0.13, -0.02, -0.02, -0.02]
[9.81, 0.15, -0.14, -0.03, -0.02, -0.02]
[9.82, 0.15, -0.18, -0.03, -0.02, -0.02]
[9.8, 0.19, -0.2, -0.03, -0.02, -0.02]
[9.86, 0.19, -0.21, -0.03, -0.02, -0.02]
