AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
9.85,0.15,-0.29,-0.03,-0.02,-0.02
9.82,0.14,-0.29,-0.03,-0.02,-0.02
9.81,-0.05,-0.57,-0.03,-0.02,-0.02
9.78,-0.02,-1.31,-0.1,-0.02,-0.02
9.83,0.13,-1.08,-0.2,-0.01,-0.01
9.82,0.3,-0.14,-0.2,-0.01,-0.02
9.86,0.28,0.57,-0.17,-0.01,-0.01
9.83,0.18,0.7,-0.08,-0.02,-0.02
9.84,0.17,-0.05,-0.02,-0.02,-0.02
9.84,0.17,-0.23,-0.02,-0.02,-0.02
9.83,0.16,-0.26,-0.02,-0.02,-0.02
9.83,0.16,-0.27,-0.02,-0.02,-0.02
9.82,0.13,-0.22,-0.02,-0.02,-0.02
9.84,0.08,-0.34,0.03,-0.02,-0.02
9.83,0.0,-0.6,0.1,-0.02,-0.02
9.81,-0.21,-0.91,0.12,-0.02,-0.02
9.79,-0.14,-1.09,0.16,-0.01,-0.03
9.83,0.06,-1.26,0.11,-0.01,-0.02
9.84,0.38,-1.17,0.0,-0.01,-0.02
9.79,0.52,-0.91,-0.11,-0.0,-0.01
9.86,0.48,-0.12,-0.21,-0.02,-0.01
9.89,0.3,-0.11,-0.25,-0.04,-0.02
9.83,0.21,-0.08,-0.29,-0.03,-0.01
9.81,0.13,0.09,-0.28,-0.01,-0.01
9.89,0.1,0.77,-0.29,-0.01,-0.0
9.86,0.06,1.33,-0.2,-0.02,-0.01
9.82,0.14,0.13,-0.05,-0.02,-0.02
9.81,0.14,-0.25,-0.03,-0.02,-0.02
9.82,0.14,-0.3,-0.03,-0.02,-0.02
9.82,-0.09,-0.2,-0.09,-0.01,-0.01
9.89,-0.62,0.59,-0.08,-0.01,-0.01
9.95,-0.99,1.4,0.02,-0.01,-0.01
9.83,-0.31,1.12,0.19,-0.01,-0.02
9.81,0.39,0.33,0.27,-0.03,-0.02
9.85,0.51,-0.55,0.26,-0.02,-0.03
9.79,0.4,-1.07,0.18,-0.01,-0.03
9.82,-0.0,-1.11,0.08,-0.01,-0.02
9.81,0.0,-0.76,0.02,-0.0,-0.01
9.86,0.11,-0.48,0.04,0.0,-0.01
9.87,0.04,-0.36,0.07,0.0,-0.01
9.84,0.12,-0.46,0.13,-0.0,-0.02
9.84,-0.14,-0.32,0.21,-0.0,-0.02
9.84,-0.13,-0.17,0.28,0.01,-0.02
9.88,0.04,-0.08,0.35,0.02,-0.01
9.78,0.48,-0.16,0.4,0.03,0.0
9.8,0.69,-0.49,0.4,0.03,0.01
9.8,0.57,-0.61,0.32,0.03,0.01
9.79,0.36,-0.34,0.22,0.01,0.01
9.81,0.58,-0.63,0.17,-0.01,-0.01
9.8,0.9,-1.12,0.08,-0.02,-0.02
9.81,0.32,-0.52,-0.01,-0.02,-0.01
9.84,0.11,-0.25,-0.02,-0.02,-0.03
9.81,0.17,-0.27,-0.03,-0.03,-0.05
9.84,0.67,-0.38,-0.12,-0.06,-0.06
9.81,1.58,-0.39,-0.29,-0.06,-0.05
9.8,1.67,-0.29,-0.41,-0.06,-0.03
9.81,1.15,-0.4,-0.45,-0.06,-0.03
9.79,-0.4,-0.12,-0.35,-0.05,-0.01
9.89,-1.26,0.31,-0.15,-0.03,-0.01
9.92,-0.81,0.02,-0.01,-0.02,-0.02
9.82,-0.06,-0.11,0.03,-0.02,-0.02
9.84,-0.12,-0.39,0.05,-0.02,-0.02
9.83,-0.28,-0.42,0.06,-0.02,-0.02
9.84,-0.18,-0.56,0.04,-0.02,-0.02
9.83,-0.03,-0.49,0.0,-0.02,-0.02
9.83,0.12,-0.29,-0.02,-0.02,-0.02
9.83,0.15,-0.29,-0.02,-0.02,-0.01
9.85,0.15,-0.28,-0.03,-0.02,-0.01
9.84,0.12,-0.29,-0.03,-0.02,-0.01
9.83,0.14,-0.27,-0.03,-0.02,-0.02
9.8,0.14,-0.23,-0.03,-0.03,-0.02
9.85,0.15,-0.28,-0.03,-0.03,-0.02
9.86,0.13,-0.29,-0.03,-0.02,-0.01
9.83,0.16,-0.24,-0.03,-0.02,-0.01
9.81,0.14,-0.3,-0.03,-0.02,-0.02
9.83,0.15,-0.29,-0.03,-0.02,-0.02
