AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
9.84,-0.48,-0.46,0.11,0.01,-0.02
9.81,-0.43,-0.55,0.16,-0.0,-0.02
9.74,-0.58,-1.21,0.16,0.0,-0.02
9.78,-0.55,-1.45,0.1,-0.04,-0.02
9.78,-0.39,-1.44,-0.02,0.01,-0.0
9.77,-0.42,-0.86,-0.15,-0.02,-0.0
9.82,-0.28,-0.45,-0.19,-0.02,-0.0
9.85,-0.12,-0.37,-0.18,-0.03,-0.01
9.77,0.1,-0.38,-0.18,0.02,0.0
9.81,0.18,-0.19,-0.2,-0.06,-0.01
9.82,0.3,0.27,-0.23,-0.02,0.0
9.85,0.34,0.79,-0.19,-0.05,-0.01
9.86,0.52,0.8,-0.17,-0.05,-0.01
9.85,0.73,0.71,-0.14,-0.03,-0.01
9.83,0.76,0.66,-0.1,-0.02,-0.01
9.83,0.81,0.42,-0.08,-0.03,-0.02
9.83,0.73,0.08,-0.09,-0.04,-0.02
9.79,0.57,-0.27,-0.12,-0.03,-0.01
9.86,0.34,-0.11,-0.23,-0.03,-0.01
9.87,0.52,0.84,-0.27,-0.01,-0.0
9.9,0.63,1.13,-0.09,0.0,-0.01
9.82,0.73,0.63,0.09,0.01,-0.02
9.81,0.76,0.14,0.16,-0.0,-0.03
9.78,0.68,-0.28,0.18,0.01,-0.03
9.86,0.52,-0.57,0.17,0.01,-0.03
9.81,0.11,-0.84,0.16,0.01,-0.03
9.77,0.05,-0.99,0.14,-0.02,-0.03
9.78,-0.1,-1.14,0.12,-0.02,-0.03
9.84,-0.35,-1.12,0.11,-0.02,-0.03
9.85,-0.35,-1.01,0.11,0.01,-0.02
9.8,-0.02,-1.17,0.16,0.02,-0.02
9.76,-0.1,-1.33,0.23,0.01,-0.02
9.78,-0.22,-1.72,0.23,0.01,-0.02
9.78,-0.39,-1.94,0.1,-0.03,-0.02
9.74,-0.33,-1.74,-0.12,-0.03,-0.01
9.86,-0.4,-0.84,-0.32,-0.03,0.0
9.78,-0.35,-0.06,-0.35,-0.04,-0.0
9.84,-0.07,0.57,-0.29,-0.02,-0.01
9.83,0.14,0.48,-0.2,-0.05,-0.01
9.77,0.58,0.16,-0.2,-0.03,-0.01
9.85,0.64,0.69,-0.25,-0.03,-0.01
9.83,0.65,1.09,-0.21,-0.02,-0.01
9.89,0.65,1.08,-0.13,-0.01,-0.01
9.83,0.85,0.41,-0.06,-0.02,-0.01
9.8,1.05,-0.31,-0.06,-0.02,-0.01
9.81,0.92,-0.35,-0.1,-0.03,-0.01
9.81,0.79,-0.11,-0.14,-0.01,-0.01
9.78,0.42,0.33,-0.16,-0.01,-0.01
9.81,0.17,0.69,-0.16,-0.03,-0.01
9.85,-0.19,0.96,-0.07,-0.03,-0.02
9.85,-0.72,0.9,0.06,-0.01,-0.02
9.87,-0.79,0.69,0.15,-0.01,-0.02
9.78,-0.79,0.55,0.2,-0.02,-0.03
9.84,-0.97,0.34,0.19,-0.05,-0.03
9.83,-1.33,0.31,0.23,-0.06,-0.03
9.8,-1.45,0.49,0.27,-0.06,-0.04
9.95,-1.03,-0.0,0.33,-0.1,-0.05
9.79,-0.34,-1.01,0.39,-0.05,-0.04
9.8,0.15,-2.34,0.27,0.01,-0.03
9.7,0.57,-2.47,0.07,0.05,-0.0
9.71,0.66,-1.72,-0.08,0.01,-0.0
9.81,0.5,-0.8,-0.12,-0.06,-0.02
9.82,0.94,-0.69,-0.05,-0.04,-0.02
9.81,0.8,-0.87,-0.01,-0.01,-0.02
9.8,0.88,-1.21,0.0,0.01,-0.01
9.76,1.08,-1.67,-0.05,-0.02,-0.02
9.81,1.15,-1.84,-0.19,-0.05,-0.01
9.76,0.97,-1.19,-0.31,0.01,0.0
9.82,1.06,-0.42,-0.33,-0.03,-0.01
9.75,1.02,0.44,-0.27,0.0,-0.01
9.85,0.85,0.97,-0.21,0.03,-0.01
9.8,0.56,1.22,-0.17,-0.01,-0.01
9.78,0.69,0.41,-0.2,-0.04,-0.02
9.85,0.6,1.02,-0.2,-0.04,-0.01
9.89,-0.43,1.42,-0.09,-0.01,-0.01
9.89,-1.19,1.22,-0.03,-0.05,-0.02
9.84,-1.5,0.8,-0.01,-0.04,-0.03
9.82,-1.27,0.49,0.03,-0.04,-0.03
9.9,-1.16,0.15,0.11,-0.04,-0.03
9.84,-0.81,0.06,0.16,-0.05,-0.03
9.86,-0.46,-0.51,0.15,-0.03,-0.02
9.82,-0.13,-0.74,0.12,-0.02,-0.02
9.81,-0.2,-0.58,0.08,-0.03,-0.02
9.81,-0.0,-0.66,0.09,-0.03,-0.02
9.77,0.08,-1.06,0.14,-0.02,-0.02
9.77,0.3,-1.84,0.13,-0.01,-0.02
9.77,0.31,-1.81,0.07,-0.01,-0.02
9.76,0.17,-1.62,0.03,-0.01,-0.02
9.76,0.33,-1.75,0.0,-0.01,-0.01
9.83,0.23,-1.88,-0.07,0.0,-0.01
9.74,0.28,-1.83,-0.16,-0.01,-0.01
9.73,0.34,-1.56,-0.24,-0.03,-0.01
9.84,0.2,-1.23,-0.32,-0.07,-0.01
9.79,0.12,-0.14,-0.4,-0.05,-0.0
10.19,0.16,0.61,-0.36,-0.0,0.0
9.56,0.45,2.85,0.44,0.0,-0.03
9.95,1.2,0.55,0.23,0.01,-0.01
10.05,0.93,0.31,0.03,0.01,-0.02
9.78,0.39,-0.06,-0.05,-0.02,-0.0
9.74,0.85,0.61,-0.23,-0.03,-0.0
9.87,0.48,0.29,-0.48,-0.04,-0.01
9.69,0.11,0.49,-0.54,-0.1,-0.01
9.83,-0.08,0.98,-0.37,-0.06,-0.02
9.85,-0.39,1.0,-0.1,-0.05,-0.02
9.8,-0.3,0.86,0.12,-0.03,-0.03
9.9,-0.26,0.23,0.33,0.01,-0.03
9.77,-0.2,-0.93,0.42,-0.0,-0.03
9.8,0.0,-1.83,0.32,-0.01,-0.03
9.73,0.12,-2.25,0.12,-0.02,-0.02
9.78,0.09,-1.81,-0.03,-0.01,-0.01
9.82,0.04,-1.08,-0.05,0.03,-0.01
9.78,0.03,-0.79,-0.01,0.02,-0.01
9.77,0.24,-0.86,0.01,0.0,-0.01
9.81,0.39,-0.8,-0.01,-0.01,-0.02
9.8,0.55,-0.34,-0.07,-0.02,-0.02
9.8,0.57,0.46,-0.1,-0.03,-0.02
9.83,0.27,0.68,-0.08,-0.03,-0.01
9.9,1.18,0.2,-0.11,-0.05,-0.02
9.87,0.65,0.78,-0.2,0.01,-0.0
9.85,0.11,1.52,-0.17,0.01,-0.01
9.88,-0.2,2.0,0.03,0.01,-0.01
9.88,-0.39,1.69,0.29,0.01,-0.02
9.95,-0.38,0.63,0.43,0.03,-0.03
9.74,-0.26,-0.43,0.44,0.03,-0.03
9.74,-0.09,-1.57,0.36,0.02,-0.02
9.72,0.06,-2.3,0.23,-0.01,-0.02
9.74,-0.05,-2.58,0.12,-0.01,-0.02
9.81,0.21,-2.13,0.05,-0.01,-0.02
9.74,-0.32,-1.31,0.16,-0.02,-0.03
9.77,0.19,-2.34,0.21,-0.03,-0.04
9.75,0.36,-2.68,0.01,-0.04,-0.02
9.71,0.31,-1.88,-0.23,-0.04,-0.01
9.75,0.36,-0.65,-0.37,-0.07,-0.01
9.8,0.43,0.68,-0.43,-0.09,-0.0
9.86,0.6,1.69,-0.37,-0.11,-0.02
9.92,0.31,2.45,-0.29,-0.08,-0.02
9.89,0.39,1.89,-0.18,0.01,0.0
9.89,0.52,1.28,-0.19,0.06,0.01
9.82,-0.07,1.81,-0.19,0.05,0.0
9.87,-0.2,2.15,-0.05,0.01,-0.02
9.84,-0.17,1.58,0.17,-0.01,-0.04
9.82,-0.07,0.26,0.29,-0.0,-0.04
9.78,-0.05,-0.77,0.28,-0.01,-0.03
9.75,-0.25,-1.58,0.23,-0.04,-0.03
9.72,-0.47,-1.91,0.18,-0.09,-0.04
9.79,-0.54,-2.29,0.11,-0.18,-0.06
9.81,-0.59,-2.02,0.05,-0.09,-0.04
9.78,-0.84,-1.41,0.03,-0.03,-0.02
9.77,-0.34,-1.57,0.02,-0.05,-0.02
9.8,0.07,-1.71,-0.04,-0.03,-0.01
9.85,0.34,-1.49,-0.14,-0.03,-0.01
9.8,0.75,-0.96,-0.23,-0.0,-0.0
9.8,0.88,-0.19,-0.27,0.02,0.0
9.83,0.91,0.35,-0.23,-0.02,-0.01
9.86,1.01,0.32,-0.19,0.01,-0.01
9.84,0.97,0.34,-0.16,0.05,-0.0
9.84,1.02,0.24,-0.15,0.04,-0.0
9.82,0.32,0.89,-0.09,0.03,-0.0
9.83,0.81,0.92,0.08,-0.01,-0.02
9.83,1.36,0.72,0.23,-0.01,-0.03
9.73,1.23,0.51,0.32,-0.03,-0.04
9.78,-0.07,0.17,0.29,-0.05,-0.04
9.78,-0.66,-0.11,0.17,-0.04,-0.04
9.82,-0.6,-0.15,0.06,-0.04,-0.04
9.87,-0.81,-0.23,0.03,-0.05,-0.03
9.83,-0.27,-0.9,-0.02,0.0,-0.01
9.83,-0.33,-1.05,-0.17,-0.0,-0.01
9.76,-0.29,-0.7,-0.3,0.02,0.0
9.83,-0.1,-0.16,-0.37,0.0,0.0
9.84,-0.77,0.72,-0.32,0.0,0.0
9.88,-0.49,0.63,-0.16,0.02,0.0
9.81,-0.36,0.21,0.0,0.01,-0.01
9.77,-0.11,-0.29,0.09,-0.01,-0.01
9.77,0.16,-0.85,0.12,-0.05,-0.03
9.77,0.57,-1.25,0.07,-0.06,-0.03
9.81,0.57,-0.96,0.01,-0.03,-0.02
9.8,0.55,-0.69,-0.02,0.01,-0.01
9.82,0.53,-0.47,-0.03,0.03,-0.01
9.84,0.44,-0.4,-0.02,0.0,-0.01
9.8,0.53,-0.42,-0.01,-0.01,-0.02
9.84,0.75,-0.9,-0.02,-0.01,-0.01
9.77,0.99,-1.37,-0.09,-0.01,-0.01
9.76,0.81,-1.45,-0.18,-0.02,-0.01
9.78,0.54,-0.75,-0.29,-0.04,-0.01
9.73,0.6,0.12,-0.29,-0.04,-0.01
9.84,0.67,0.44,-0.18,-0.05,-0.02
9.75,0.56,0.6,-0.1,-0.07,-0.03
9.81,0.24,0.65,-0.12,-0.11,-0.04
9.92,-0.09,0.6,-0.14,-0.09,-0.03
9.89,-0.15,0.34,-0.15,-0.03,-0.02
9.88,-0.57,0.62,-0.14,-0.01,-0.01
9.84,-0.34,0.53,-0.09,0.02,-0.01
9.84,-0.35,0.71,-0.05,0.01,-0.01
9.89,-0.31,0.79,0.01,-0.02,-0.02
9.87,-0.56,0.69,0.13,-0.01,-0.02
9.81,-0.52,0.23,0.21,-0.02,-0.03
9.81,-0.36,-0.21,0.21,-0.03,-0.03
9.83,-0.19,-0.51,0.19,-0.02,-0.02
9.77,-0.03,-1.16,0.1,-0.02,-0.02
9.77,0.04,-0.67,-0.06,-0.01,-0.01
9.81,0.06,-0.33,-0.11,-0.0,-0.01
9.82,-0.01,-0.17,-0.09,0.01,-0.01
9.82,0.12,-0.58,-0.01,0.02,-0.02
9.83,-0.1,-0.84,-0.03,0.05,-0.01
9.84,-0.5,-0.56,-0.13,0.05,0.0
9.79,-0.45,-0.36,-0.15,0.01,-0.01
9.79,-0.39,-0.3,-0.08,-0.0,-0.01
9.85,-0.01,-0.75,-0.05,-0.01,-0.01
9.8,0.3,-0.74,-0.09,-0.01,-0.01
9.77,0.52,-0.46,-0.12,-0.02,-0.01
9.77,0.75,-0.02,-0.11,-0.03,-0.01
9.83,0.91,0.21,-0.1,-0.02,-0.01
9.83,1.11,-0.2,-0.06,-0.01,-0.01
9.77,1.04,-0.62,-0.07,-0.02,-0.02
9.81,0.67,-0.59,-0.12,-0.02,-0.02
9.87,1.08,-0.07,-0.13,-0.02,-0.01
9.85,1.37,0.22,-0.16,-0.01,-0.01
9.74,1.13,0.55,-0.14,-0.01,-0.01
9.77,0.92,0.74,-0.07,-0.01,-0.02
9.88,0.82,0.34,0.0,-0.02,-0.02
9.83,0.56,-0.11,0.02,-0.01,-0.03
9.76,0.1,-0.76,0.03,-0.01,-0.03
9.78,-0.47,-1.13,-0.01,-0.02,-0.02
9.83,-0.92,-0.86,-0.01,-0.03,-0.02
9.86,-0.78,-1.12,0.03,-0.03,-0.02
